FTIR Spectrum of Ammonia Molecule,
Wavenumber (cm-1),% of Transmittance
475.69,9.80E+01
475.75,9.82E+01
475.81,9.83E+01
475.87,9.84E+01
475.93,9.84E+01
475.99,9.83E+01
476.05,9.81E+01
476.11,9.78E+01
476.17,9.75E+01
476.23,9.71E+01
476.29,9.68E+01
476.35,9.66E+01
476.41,9.64E+01
476.47,9.65E+01
476.53,9.66E+01
476.59,9.68E+01
476.65,9.71E+01
476.71,9.74E+01
476.77,9.76E+01
476.83,9.78E+01
476.89,9.80E+01
476.95,9.81E+01
477.01,9.81E+01
477.07,9.81E+01
477.13,9.80E+01
477.2,9.79E+01
477.26,9.78E+01
477.32,9.77E+01
477.38,9.75E+01
477.44,9.74E+01
477.5,9.73E+01
477.56,9.72E+01
477.62,9.72E+01
477.68,9.73E+01
477.74,9.74E+01
477.8,9.74E+01
477.86,9.75E+01
477.92,9.76E+01
477.98,9.77E+01
478.04,9.77E+01
478.1,9.78E+01
478.16,9.78E+01
478.22,9.78E+01
478.28,9.78E+01
478.34,9.79E+01
478.4,9.79E+01
478.46,9.79E+01
478.52,9.80E+01
478.58,9.80E+01
478.64,9.80E+01
478.7,9.80E+01
478.76,9.80E+01
478.82,9.81E+01
478.88,9.81E+01
478.94,9.82E+01
479,9.83E+01
479.06,9.83E+01
479.12,9.84E+01
479.18,9.85E+01
479.24,9.85E+01
479.3,9.86E+01
479.36,9.86E+01
479.43,9.86E+01
479.49,9.86E+01
479.55,9.86E+01
479.61,9.85E+01
479.67,9.84E+01
479.73,9.83E+01
479.79,9.82E+01
479.85,9.81E+01
479.91,9.81E+01
479.97,9.80E+01
480.03,9.80E+01
480.09,9.80E+01
480.15,9.79E+01
480.21,9.78E+01
480.27,9.78E+01
480.33,9.77E+01
480.39,9.77E+01
480.45,9.77E+01
480.51,9.78E+01
480.57,9.78E+01
480.63,9.78E+01
480.69,9.78E+01
480.75,9.78E+01
480.81,9.77E+01
480.87,9.76E+01
480.93,9.76E+01
480.99,9.75E+01
481.05,9.75E+01
481.11,9.75E+01
481.17,9.76E+01
481.23,9.77E+01
481.29,9.78E+01
481.35,9.79E+01
481.41,9.79E+01
481.47,9.80E+01
481.53,9.80E+01
481.59,9.79E+01
481.65,9.79E+01
481.72,9.78E+01
481.78,9.78E+01
481.84,9.78E+01
481.9,9.79E+01
481.96,9.80E+01
482.02,9.82E+01
482.08,9.82E+01
482.14,9.83E+01
482.2,9.82E+01
482.26,9.80E+01
482.32,9.78E+01
482.38,9.76E+01
482.44,9.75E+01
482.5,9.74E+01
482.56,9.74E+01
482.62,9.75E+01
482.68,9.77E+01
482.74,9.79E+01
482.8,9.81E+01
482.86,9.82E+01
482.92,9.82E+01
482.98,9.82E+01
483.04,9.81E+01
483.1,9.80E+01
483.16,9.78E+01
483.22,9.76E+01
483.28,9.74E+01
483.34,9.71E+01
483.4,9.69E+01
483.46,9.66E+01
483.52,9.63E+01
483.58,9.58E+01
483.64,9.53E+01
483.7,9.46E+01
483.76,9.39E+01
483.82,9.31E+01
483.88,9.24E+01
483.95,9.20E+01
484.01,9.20E+01
484.07,9.23E+01
484.13,9.29E+01
484.19,9.36E+01
484.25,9.44E+01
484.31,9.52E+01
484.37,9.58E+01
484.43,9.64E+01
484.49,9.68E+01
484.55,9.72E+01
484.61,9.75E+01
484.67,9.77E+01
484.73,9.78E+01
484.79,9.78E+01
484.85,9.77E+01
484.91,9.76E+01
484.97,9.75E+01
485.03,9.73E+01
485.09,9.72E+01
485.15,9.72E+01
485.21,9.71E+01
485.27,9.71E+01
485.33,9.72E+01
485.39,9.73E+01
485.45,9.74E+01
485.51,9.75E+01
485.57,9.76E+01
485.63,9.77E+01
485.69,9.77E+01
485.75,9.76E+01
485.81,9.73E+01
485.87,9.70E+01
485.93,9.67E+01
485.99,9.63E+01
486.05,9.60E+01
486.11,9.59E+01
486.17,9.60E+01
486.24,9.62E+01
486.3,9.66E+01
486.36,9.69E+01
486.42,9.73E+01
486.48,9.75E+01
486.54,9.77E+01
486.6,9.78E+01
486.66,9.79E+01
486.72,9.80E+01
486.78,9.81E+01
486.84,9.82E+01
486.9,9.82E+01
486.96,9.83E+01
487.02,9.84E+01
487.08,9.84E+01
487.14,9.84E+01
487.2,9.83E+01
487.26,9.82E+01
487.32,9.80E+01
487.38,9.79E+01
487.44,9.77E+01
487.5,9.76E+01
487.56,9.76E+01
487.62,9.76E+01
487.68,9.77E+01
487.74,9.78E+01
487.8,9.79E+01
487.86,9.80E+01
487.92,9.80E+01
487.98,9.81E+01
488.04,9.81E+01
488.1,9.80E+01
488.16,9.79E+01
488.22,9.78E+01
488.28,9.77E+01
488.34,9.76E+01
488.4,9.75E+01
488.47,9.75E+01
488.53,9.75E+01
488.59,9.76E+01
488.65,9.77E+01
488.71,9.78E+01
488.77,9.80E+01
488.83,9.81E+01
488.89,9.82E+01
488.95,9.82E+01
489.01,9.82E+01
489.07,9.82E+01
489.13,9.81E+01
489.19,9.80E+01
489.25,9.79E+01
489.31,9.79E+01
489.37,9.78E+01
489.43,9.78E+01
489.49,9.79E+01
489.55,9.79E+01
489.61,9.80E+01
489.67,9.81E+01
489.73,9.82E+01
489.79,9.82E+01
489.85,9.83E+01
489.91,9.83E+01
489.97,9.83E+01
490.03,9.82E+01
490.09,9.82E+01
490.15,9.81E+01
490.21,9.81E+01
490.27,9.80E+01
490.33,9.79E+01
490.39,9.79E+01
490.45,9.78E+01
490.51,9.78E+01
490.57,9.78E+01
490.63,9.79E+01
490.69,9.79E+01
490.76,9.79E+01
490.82,9.79E+01
490.88,9.79E+01
490.94,9.78E+01
491,9.76E+01
491.06,9.75E+01
491.12,9.73E+01
491.18,9.72E+01
491.24,9.70E+01
491.3,9.69E+01
491.36,9.68E+01
491.42,9.67E+01
491.48,9.66E+01
491.54,9.65E+01
491.6,9.63E+01
491.66,9.61E+01
491.72,9.58E+01
491.78,9.55E+01
491.84,9.51E+01
491.9,9.48E+01
491.96,9.45E+01
492.02,9.44E+01
492.08,9.45E+01
492.14,9.47E+01
492.2,9.51E+01
492.26,9.55E+01
492.32,9.60E+01
492.38,9.64E+01
492.44,9.68E+01
492.5,9.71E+01
492.56,9.74E+01
492.62,9.76E+01
492.68,9.78E+01
492.74,9.79E+01
492.8,9.79E+01
492.86,9.80E+01
492.92,9.80E+01
492.99,9.79E+01
493.05,9.79E+01
493.11,9.79E+01
493.17,9.78E+01
493.23,9.78E+01
493.29,9.77E+01
493.35,9.77E+01
493.41,9.77E+01
493.47,9.77E+01
493.53,9.78E+01
493.59,9.79E+01
493.65,9.80E+01
493.71,9.80E+01
493.77,9.80E+01
493.83,9.79E+01
493.89,9.77E+01
493.95,9.76E+01
494.01,9.74E+01
494.07,9.72E+01
494.13,9.71E+01
494.19,9.71E+01
494.25,9.71E+01
494.31,9.72E+01
494.37,9.74E+01
494.43,9.76E+01
494.49,9.78E+01
494.55,9.80E+01
494.61,9.81E+01
494.67,9.82E+01
494.73,9.82E+01
494.79,9.82E+01
494.85,9.81E+01
494.91,9.81E+01
494.97,9.80E+01
495.03,9.79E+01
495.09,9.78E+01
495.15,9.77E+01
495.22,9.77E+01
495.28,9.77E+01
495.34,9.77E+01
495.4,9.77E+01
495.46,9.78E+01
495.52,9.79E+01
495.58,9.79E+01
495.64,9.80E+01
495.7,9.81E+01
495.76,9.82E+01
495.82,9.83E+01
495.88,9.83E+01
495.94,9.83E+01
496,9.82E+01
496.06,9.81E+01
496.12,9.80E+01
496.18,9.80E+01
496.24,9.79E+01
496.3,9.79E+01
496.36,9.79E+01
496.42,9.79E+01
496.48,9.79E+01
496.54,9.79E+01
496.6,9.79E+01
496.66,9.79E+01
496.72,9.79E+01
496.78,9.80E+01
496.84,9.81E+01
496.9,9.82E+01
496.96,9.82E+01
497.02,9.83E+01
497.08,9.82E+01
497.14,9.82E+01
497.2,9.81E+01
497.26,9.80E+01
497.32,9.79E+01
497.38,9.79E+01
497.44,9.78E+01
497.51,9.78E+01
497.57,9.79E+01
497.63,9.80E+01
497.69,9.81E+01
497.75,9.82E+01
497.81,9.83E+01
497.87,9.83E+01
497.93,9.84E+01
497.99,9.83E+01
498.05,9.83E+01
498.11,9.82E+01
498.17,9.81E+01
498.23,9.80E+01
498.29,9.79E+01
498.35,9.79E+01
498.41,9.79E+01
498.47,9.79E+01
498.53,9.79E+01
498.59,9.79E+01
498.65,9.79E+01
498.71,9.79E+01
498.77,9.79E+01
498.83,9.79E+01
498.89,9.78E+01
498.95,9.78E+01
499.01,9.77E+01
499.07,9.77E+01
499.13,9.77E+01
499.19,9.77E+01
499.25,9.78E+01
499.31,9.78E+01
499.37,9.78E+01
499.43,9.78E+01
499.49,9.78E+01
499.55,9.77E+01
499.61,9.77E+01
499.67,9.76E+01
499.74,9.75E+01
499.8,9.75E+01
499.86,9.75E+01
499.92,9.75E+01
499.98,9.75E+01
500.04,9.75E+01
500.1,9.75E+01
500.16,9.75E+01
500.22,9.75E+01
500.28,9.76E+01
500.34,9.77E+01
500.4,9.78E+01
500.46,9.80E+01
500.52,9.81E+01
500.58,9.82E+01
500.64,9.83E+01
500.7,9.84E+01
500.76,9.84E+01
500.82,9.83E+01
500.88,9.82E+01
500.94,9.81E+01
501,9.79E+01
501.06,9.77E+01
501.12,9.74E+01
501.18,9.72E+01
501.24,9.69E+01
501.3,9.66E+01
501.36,9.63E+01
501.42,9.60E+01
501.48,9.57E+01
501.54,9.55E+01
501.6,9.53E+01
501.66,9.52E+01
501.72,9.52E+01
501.78,9.50E+01
501.84,9.48E+01
501.9,9.44E+01
501.96,9.39E+01
502.03,9.31E+01
502.09,9.21E+01
502.15,9.11E+01
502.21,9.03E+01
502.27,9.01E+01
502.33,9.04E+01
502.39,9.12E+01
502.45,9.23E+01
502.51,9.33E+01
502.57,9.43E+01
502.63,9.50E+01
502.69,9.57E+01
502.75,9.61E+01
502.81,9.65E+01
502.87,9.67E+01
502.93,9.69E+01
502.99,9.70E+01
503.05,9.72E+01
503.11,9.73E+01
503.17,9.74E+01
503.23,9.75E+01
503.29,9.77E+01
503.35,9.78E+01
503.41,9.79E+01
503.47,9.81E+01
503.53,9.82E+01
503.59,9.82E+01
503.65,9.83E+01
503.71,9.83E+01
503.77,9.82E+01
503.83,9.82E+01
503.89,9.81E+01
503.95,9.79E+01
504.01,9.78E+01
504.07,9.76E+01
504.13,9.75E+01
504.19,9.74E+01
504.26,9.73E+01
504.32,9.72E+01
504.38,9.72E+01
504.44,9.72E+01
504.5,9.72E+01
504.56,9.73E+01
504.62,9.74E+01
504.68,9.75E+01
504.74,9.76E+01
504.8,9.77E+01
504.86,9.77E+01
504.92,9.78E+01
504.98,9.79E+01
505.04,9.79E+01
505.1,9.80E+01
505.16,9.81E+01
505.22,9.81E+01
505.28,9.81E+01
505.34,9.81E+01
505.4,9.81E+01
505.46,9.81E+01
505.52,9.80E+01
505.58,9.80E+01
505.64,9.80E+01
505.7,9.80E+01
505.76,9.80E+01
505.82,9.79E+01
505.88,9.79E+01
505.94,9.79E+01
506,9.78E+01
506.06,9.78E+01
506.12,9.77E+01
506.18,9.76E+01
506.24,9.75E+01
506.3,9.74E+01
506.36,9.72E+01
506.42,9.70E+01
506.49,9.66E+01
506.55,9.62E+01
506.61,9.56E+01
506.67,9.49E+01
506.73,9.40E+01
506.79,9.31E+01
506.85,9.24E+01
506.91,9.19E+01
506.97,9.19E+01
507.03,9.24E+01
507.09,9.31E+01
507.15,9.41E+01
507.21,9.50E+01
507.27,9.58E+01
507.33,9.65E+01
507.39,9.71E+01
507.45,9.74E+01
507.51,9.77E+01
507.57,9.78E+01
507.63,9.79E+01
507.69,9.79E+01
507.75,9.79E+01
507.81,9.79E+01
507.87,9.79E+01
507.93,9.79E+01
507.99,9.79E+01
508.05,9.79E+01
508.11,9.80E+01
508.17,9.80E+01
508.23,9.80E+01
508.29,9.80E+01
508.35,9.80E+01
508.41,9.79E+01
508.47,9.79E+01
508.53,9.79E+01
508.59,9.79E+01
508.65,9.78E+01
508.71,9.78E+01
508.78,9.78E+01
508.84,9.78E+01
508.9,9.78E+01
508.96,9.79E+01
509.02,9.79E+01
509.08,9.80E+01
509.14,9.81E+01
509.2,9.82E+01
509.26,9.82E+01
509.32,9.83E+01
509.38,9.82E+01
509.44,9.82E+01
509.5,9.81E+01
509.56,9.79E+01
509.62,9.78E+01
509.68,9.77E+01
509.74,9.77E+01
509.8,9.76E+01
509.86,9.76E+01
509.92,9.77E+01
509.98,9.77E+01
510.04,9.78E+01
510.1,9.78E+01
510.16,9.77E+01
510.22,9.76E+01
510.28,9.75E+01
510.34,9.74E+01
510.4,9.72E+01
510.46,9.72E+01
510.52,9.71E+01
510.58,9.71E+01
510.64,9.72E+01
510.7,9.72E+01
510.76,9.73E+01
510.82,9.73E+01
510.88,9.74E+01
510.94,9.75E+01
511.01,9.75E+01
511.07,9.76E+01
511.13,9.77E+01
511.19,9.78E+01
511.25,9.78E+01
511.31,9.79E+01
511.37,9.79E+01
511.43,9.79E+01
511.49,9.80E+01
511.55,9.80E+01
511.61,9.79E+01
511.67,9.79E+01
511.73,9.78E+01
511.79,9.77E+01
511.85,9.77E+01
511.91,9.76E+01
511.97,9.76E+01
512.03,9.77E+01
512.09,9.78E+01
512.15,9.79E+01
512.21,9.80E+01
512.27,9.81E+01
512.33,9.82E+01
512.39,9.82E+01
512.45,9.82E+01
512.51,9.82E+01
512.57,9.82E+01
512.63,9.82E+01
512.69,9.82E+01
512.75,9.81E+01
512.81,9.81E+01
512.87,9.80E+01
512.93,9.80E+01
512.99,9.80E+01
513.05,9.80E+01
513.11,9.81E+01
513.17,9.82E+01
513.23,9.83E+01
513.3,9.84E+01
513.36,9.84E+01
513.42,9.84E+01
513.48,9.83E+01
513.54,9.82E+01
513.6,9.81E+01
513.66,9.80E+01
513.72,9.79E+01
513.78,9.78E+01
513.84,9.78E+01
513.9,9.78E+01
513.96,9.78E+01
514.02,9.78E+01
514.08,9.78E+01
514.14,9.79E+01
514.2,9.79E+01
514.26,9.80E+01
514.32,9.80E+01
514.38,9.81E+01
514.44,9.81E+01
514.5,9.81E+01
514.56,9.80E+01
514.62,9.79E+01
514.68,9.78E+01
514.74,9.76E+01
514.8,9.74E+01
514.86,9.73E+01
514.92,9.71E+01
514.98,9.71E+01
515.04,9.70E+01
515.1,9.70E+01
515.16,9.70E+01
515.22,9.70E+01
515.28,9.70E+01
515.34,9.70E+01
515.4,9.70E+01
515.46,9.70E+01
515.53,9.71E+01
515.59,9.72E+01
515.65,9.73E+01
515.71,9.74E+01
515.77,9.74E+01
515.83,9.75E+01
515.89,9.74E+01
515.95,9.74E+01
516.01,9.74E+01
516.07,9.73E+01
516.13,9.72E+01
516.19,9.71E+01
516.25,9.70E+01
516.31,9.68E+01
516.37,9.64E+01
516.43,9.60E+01
516.49,9.54E+01
516.55,9.47E+01
516.61,9.39E+01
516.67,9.32E+01
516.73,9.27E+01
516.79,9.26E+01
516.85,9.28E+01
516.91,9.34E+01
516.97,9.42E+01
517.03,9.49E+01
517.09,9.56E+01
517.15,9.61E+01
517.21,9.64E+01
517.27,9.65E+01
517.33,9.64E+01
517.39,9.62E+01
517.45,9.58E+01
517.51,9.53E+01
517.57,9.47E+01
517.63,9.42E+01
517.69,9.39E+01
517.75,9.38E+01
517.82,9.39E+01
517.88,9.43E+01
517.94,9.47E+01
518,9.52E+01
518.06,9.57E+01
518.12,9.61E+01
518.18,9.63E+01
518.24,9.66E+01
518.3,9.67E+01
518.36,9.69E+01
518.42,9.71E+01
518.48,9.74E+01
518.54,9.77E+01
518.6,9.79E+01
518.66,9.81E+01
518.72,9.83E+01
518.78,9.83E+01
518.84,9.82E+01
518.9,9.80E+01
518.96,9.77E+01
519.02,9.74E+01
519.08,9.70E+01
519.14,9.65E+01
519.2,9.61E+01
519.26,9.56E+01
519.32,9.52E+01
519.38,9.47E+01
519.44,9.42E+01
519.5,9.38E+01
519.56,9.35E+01
519.62,9.36E+01
519.68,9.38E+01
519.74,9.42E+01
519.8,9.47E+01
519.86,9.52E+01
519.92,9.57E+01
519.98,9.60E+01
520.05,9.63E+01
520.11,9.65E+01
520.17,9.67E+01
520.23,9.69E+01
520.29,9.71E+01
520.35,9.73E+01
520.41,9.75E+01
520.47,9.77E+01
520.53,9.77E+01
520.59,9.77E+01
520.65,9.74E+01
520.71,9.71E+01
520.77,9.68E+01
520.83,9.65E+01
520.89,9.63E+01
520.95,9.62E+01
521.01,9.63E+01
521.07,9.65E+01
521.13,9.68E+01
521.19,9.71E+01
521.25,9.74E+01
521.31,9.76E+01
521.37,9.78E+01
521.43,9.79E+01
521.49,9.80E+01
521.55,9.81E+01
521.61,9.82E+01
521.67,9.83E+01
521.73,9.84E+01
521.79,9.85E+01
521.85,9.85E+01
521.91,9.85E+01
521.97,9.85E+01
522.03,9.84E+01
522.09,9.83E+01
522.15,9.83E+01
522.21,9.82E+01
522.28,9.81E+01
522.34,9.81E+01
522.4,9.80E+01
522.46,9.80E+01
522.52,9.80E+01
522.58,9.79E+01
522.64,9.79E+01
522.7,9.79E+01
522.76,9.79E+01
522.82,9.79E+01
522.88,9.79E+01
522.94,9.79E+01
523,9.80E+01
523.06,9.80E+01
523.12,9.80E+01
523.18,9.81E+01
523.24,9.82E+01
523.3,9.82E+01
523.36,9.83E+01
523.42,9.84E+01
523.48,9.84E+01
523.54,9.85E+01
523.6,9.84E+01
523.66,9.84E+01
523.72,9.83E+01
523.78,9.82E+01
523.84,9.81E+01
523.9,9.80E+01
523.96,9.80E+01
524.02,9.80E+01
524.08,9.80E+01
524.14,9.80E+01
524.2,9.81E+01
524.26,9.82E+01
524.32,9.82E+01
524.38,9.83E+01
524.44,9.83E+01
524.5,9.83E+01
524.57,9.82E+01
524.63,9.81E+01
524.69,9.81E+01
524.75,9.80E+01
524.81,9.79E+01
524.87,9.78E+01
524.93,9.77E+01
524.99,9.77E+01
525.05,9.76E+01
525.11,9.76E+01
525.17,9.75E+01
525.23,9.75E+01
525.29,9.75E+01
525.35,9.74E+01
525.41,9.72E+01
525.47,9.70E+01
525.53,9.66E+01
525.59,9.61E+01
525.65,9.54E+01
525.71,9.45E+01
525.77,9.36E+01
525.83,9.27E+01
525.89,9.19E+01
525.95,9.16E+01
526.01,9.17E+01
526.07,9.23E+01
526.13,9.31E+01
526.19,9.39E+01
526.25,9.47E+01
526.31,9.53E+01
526.37,9.59E+01
526.43,9.63E+01
526.49,9.67E+01
526.55,9.69E+01
526.61,9.72E+01
526.67,9.73E+01
526.73,9.75E+01
526.8,9.76E+01
526.86,9.78E+01
526.92,9.79E+01
526.98,9.81E+01
527.04,9.82E+01
527.1,9.84E+01
527.16,9.85E+01
527.22,9.86E+01
527.28,9.86E+01
527.34,9.85E+01
527.4,9.84E+01
527.46,9.82E+01
527.52,9.81E+01
527.58,9.80E+01
527.64,9.80E+01
527.7,9.81E+01
527.76,9.81E+01
527.82,9.82E+01
527.88,9.83E+01
527.94,9.83E+01
528,9.82E+01
528.06,9.82E+01
528.12,9.81E+01
528.18,9.80E+01
528.24,9.79E+01
528.3,9.79E+01
528.36,9.79E+01
528.42,9.79E+01
528.48,9.79E+01
528.54,9.79E+01
528.6,9.79E+01
528.66,9.79E+01
528.72,9.79E+01
528.78,9.79E+01
528.84,9.80E+01
528.9,9.80E+01
528.96,9.80E+01
529.02,9.80E+01
529.09,9.81E+01
529.15,9.81E+01
529.21,9.81E+01
529.27,9.82E+01
529.33,9.82E+01
529.39,9.82E+01
529.45,9.82E+01
529.51,9.81E+01
529.57,9.80E+01
529.63,9.79E+01
529.69,9.78E+01
529.75,9.78E+01
529.81,9.78E+01
529.87,9.79E+01
529.93,9.80E+01
529.99,9.82E+01
530.05,9.83E+01
530.11,9.84E+01
530.17,9.85E+01
530.23,9.86E+01
530.29,9.86E+01
530.35,9.85E+01
530.41,9.84E+01
530.47,9.83E+01
530.53,9.82E+01
530.59,9.81E+01
530.65,9.80E+01
530.71,9.80E+01
530.77,9.80E+01
530.83,9.80E+01
530.89,9.81E+01
530.95,9.81E+01
531.01,9.82E+01
531.07,9.83E+01
531.13,9.83E+01
531.19,9.83E+01
531.25,9.83E+01
531.32,9.82E+01
531.38,9.82E+01
531.44,9.81E+01
531.5,9.80E+01
531.56,9.78E+01
531.62,9.76E+01
531.68,9.73E+01
531.74,9.71E+01
531.8,9.69E+01
531.86,9.67E+01
531.92,9.66E+01
531.98,9.65E+01
532.04,9.66E+01
532.1,9.67E+01
532.16,9.69E+01
532.22,9.71E+01
532.28,9.73E+01
532.34,9.75E+01
532.4,9.77E+01
532.46,9.78E+01
532.52,9.79E+01
532.58,9.79E+01
532.64,9.79E+01
532.7,9.79E+01
532.76,9.79E+01
532.82,9.79E+01
532.88,9.80E+01
532.94,9.80E+01
533,9.81E+01
533.06,9.82E+01
533.12,9.83E+01
533.18,9.85E+01
533.24,9.85E+01
533.3,9.86E+01
533.36,9.86E+01
533.42,9.86E+01
533.48,9.85E+01
533.54,9.85E+01
533.61,9.84E+01
533.67,9.83E+01
533.73,9.82E+01
533.79,9.81E+01
533.85,9.80E+01
533.91,9.79E+01
533.97,9.79E+01
534.03,9.79E+01
534.09,9.79E+01
534.15,9.79E+01
534.21,9.80E+01
534.27,9.80E+01
534.33,9.79E+01
534.39,9.78E+01
534.45,9.76E+01
534.51,9.74E+01
534.57,9.72E+01
534.63,9.71E+01
534.69,9.71E+01
534.75,9.72E+01
534.81,9.73E+01
534.87,9.76E+01
534.93,9.78E+01
534.99,9.80E+01
535.05,9.81E+01
535.11,9.81E+01
535.17,9.81E+01
535.23,9.81E+01
535.29,9.81E+01
535.35,9.80E+01
535.41,9.80E+01
535.47,9.80E+01
535.53,9.81E+01
535.59,9.81E+01
535.65,9.81E+01
535.71,9.81E+01
535.77,9.81E+01
535.84,9.80E+01
535.9,9.80E+01
535.96,9.79E+01
536.02,9.77E+01
536.08,9.76E+01
536.14,9.73E+01
536.2,9.71E+01
536.26,9.68E+01
536.32,9.66E+01
536.38,9.65E+01
536.44,9.65E+01
536.5,9.66E+01
536.56,9.68E+01
536.62,9.70E+01
536.68,9.72E+01
536.74,9.75E+01
536.8,9.77E+01
536.86,9.78E+01
536.92,9.79E+01
536.98,9.80E+01
537.04,9.81E+01
537.1,9.82E+01
537.16,9.82E+01
537.22,9.83E+01
537.28,9.84E+01
537.34,9.84E+01
537.4,9.85E+01
537.46,9.86E+01
537.52,9.86E+01
537.58,9.87E+01
537.64,9.87E+01
537.7,9.86E+01
537.76,9.86E+01
537.82,9.85E+01
537.88,9.84E+01
537.94,9.83E+01
538,9.81E+01
538.06,9.80E+01
538.13,9.79E+01
538.19,9.78E+01
538.25,9.78E+01
538.31,9.78E+01
538.37,9.79E+01
538.43,9.80E+01
538.49,9.82E+01
538.55,9.84E+01
538.61,9.87E+01
538.67,9.88E+01
538.73,9.89E+01
538.79,9.89E+01
538.85,9.88E+01
538.91,9.86E+01
538.97,9.84E+01
539.03,9.82E+01
539.09,9.80E+01
539.15,9.79E+01
539.21,9.79E+01
539.27,9.79E+01
539.33,9.79E+01
539.39,9.79E+01
539.45,9.79E+01
539.51,9.79E+01
539.57,9.80E+01
539.63,9.80E+01
539.69,9.80E+01
539.75,9.80E+01
539.81,9.80E+01
539.87,9.80E+01
539.93,9.81E+01
539.99,9.81E+01
540.05,9.82E+01
540.11,9.83E+01
540.17,9.84E+01
540.23,9.84E+01
540.29,9.85E+01
540.36,9.85E+01
540.42,9.85E+01
540.48,9.84E+01
540.54,9.83E+01
540.6,9.82E+01
540.66,9.82E+01
540.72,9.81E+01
540.78,9.80E+01
540.84,9.79E+01
540.9,9.79E+01
540.96,9.78E+01
541.02,9.77E+01
541.08,9.77E+01
541.14,9.78E+01
541.2,9.79E+01
541.26,9.79E+01
541.32,9.80E+01
541.38,9.81E+01
541.44,9.81E+01
541.5,9.81E+01
541.56,9.81E+01
541.62,9.81E+01
541.68,9.81E+01
541.74,9.82E+01
541.8,9.82E+01
541.86,9.83E+01
541.92,9.83E+01
541.98,9.83E+01
542.04,9.83E+01
542.1,9.82E+01
542.16,9.82E+01
542.22,9.81E+01
542.28,9.80E+01
542.34,9.80E+01
542.4,9.79E+01
542.46,9.79E+01
542.52,9.78E+01
542.59,9.78E+01
542.65,9.77E+01
542.71,9.77E+01
542.77,9.78E+01
542.83,9.78E+01
542.89,9.79E+01
542.95,9.80E+01
543.01,9.81E+01
543.07,9.83E+01
543.13,9.84E+01
543.19,9.86E+01
543.25,9.87E+01
543.31,9.87E+01
543.37,9.87E+01
543.43,9.87E+01
543.49,9.86E+01
543.55,9.85E+01
543.61,9.84E+01
543.67,9.84E+01
543.73,9.83E+01
543.79,9.83E+01
543.85,9.83E+01
543.91,9.84E+01
543.97,9.83E+01
544.03,9.83E+01
544.09,9.82E+01
544.15,9.81E+01
544.21,9.81E+01
544.27,9.80E+01
544.33,9.80E+01
544.39,9.80E+01
544.45,9.80E+01
544.51,9.81E+01
544.57,9.81E+01
544.63,9.81E+01
544.69,9.82E+01
544.75,9.81E+01
544.81,9.81E+01
544.88,9.80E+01
544.94,9.78E+01
545,9.76E+01
545.06,9.74E+01
545.12,9.72E+01
545.18,9.69E+01
545.24,9.68E+01
545.3,9.67E+01
545.36,9.67E+01
545.42,9.68E+01
545.48,9.70E+01
545.54,9.72E+01
545.6,9.74E+01
545.66,9.76E+01
545.72,9.76E+01
545.78,9.77E+01
545.84,9.76E+01
545.9,9.75E+01
545.96,9.73E+01
546.02,9.71E+01
546.08,9.68E+01
546.14,9.66E+01
546.2,9.65E+01
546.26,9.64E+01
546.32,9.64E+01
546.38,9.65E+01
546.44,9.67E+01
546.5,9.69E+01
546.56,9.71E+01
546.62,9.74E+01
546.68,9.76E+01
546.74,9.79E+01
546.8,9.81E+01
546.86,9.83E+01
546.92,9.85E+01
546.98,9.86E+01
547.04,9.87E+01
547.11,9.87E+01
547.17,9.86E+01
547.23,9.86E+01
547.29,9.84E+01
547.35,9.82E+01
547.41,9.80E+01
547.47,9.77E+01
547.53,9.74E+01
547.59,9.71E+01
547.65,9.68E+01
547.71,9.66E+01
547.77,9.66E+01
547.83,9.66E+01
547.89,9.68E+01
547.95,9.70E+01
548.01,9.73E+01
548.07,9.76E+01
548.13,9.79E+01
548.19,9.81E+01
548.25,9.82E+01
548.31,9.83E+01
548.37,9.83E+01
548.43,9.82E+01
548.49,9.81E+01
548.55,9.80E+01
548.61,9.79E+01
548.67,9.78E+01
548.73,9.78E+01
548.79,9.78E+01
548.85,9.78E+01
548.91,9.78E+01
548.97,9.77E+01
549.03,9.77E+01
549.09,9.75E+01
549.15,9.73E+01
549.21,9.71E+01
549.27,9.69E+01
549.33,9.68E+01
549.4,9.67E+01
549.46,9.66E+01
549.52,9.66E+01
549.58,9.65E+01
549.64,9.65E+01
549.7,9.64E+01
549.76,9.63E+01
549.82,9.62E+01
549.88,9.62E+01
549.94,9.62E+01
550,9.64E+01
550.06,9.66E+01
550.12,9.69E+01
550.18,9.72E+01
550.24,9.74E+01
550.3,9.76E+01
550.36,9.77E+01
550.42,9.77E+01
550.48,9.76E+01
550.54,9.76E+01
550.6,9.76E+01
550.66,9.77E+01
550.72,9.78E+01
550.78,9.80E+01
550.84,9.82E+01
550.9,9.83E+01
550.96,9.84E+01
551.02,9.85E+01
551.08,9.85E+01
551.14,9.85E+01
551.2,9.84E+01
551.26,9.83E+01
551.32,9.82E+01
551.38,9.81E+01
551.44,9.80E+01
551.5,9.79E+01
551.56,9.77E+01
551.63,9.76E+01
551.69,9.74E+01
551.75,9.73E+01
551.81,9.72E+01
551.87,9.72E+01
551.93,9.72E+01
551.99,9.73E+01
552.05,9.75E+01
552.11,9.76E+01
552.17,9.78E+01
552.23,9.79E+01
